policy_id,policy_title,hh_standard,section_id,section_title,supporting_content,match_type,confidence,notes
CL-CA-002,OASIS Data Collection & Accuracy,HH5-2C,6-definitions,5. Definitions,"| Term | Definition | | :---- | :---- | | OASIS | Outcome and Assessment Information Set — the standardized data set mandated by CMS for all Medicare-certified home health agencies, currently in version OASIS-E2. | | OASIS Item | A single data element within the OASIS data set, identified by an alphanumeric code (e.g., M1800, GG0130A). Each item has a specific definition, data collection instructions, and response options defined in the CMS OASIS",ACHC_CONTEXT,HIGH,"HH standard appears directly in canonical section text. [FinalFix: relocated from reference-section ""24-references"" to substantive section ""6-definitions""]"
CL-CA-003,OASIS Transmission & Correction,HH1-8A,4-scope,3. Scope,This policy applies to: The designated OASIS Transmission Coordinator (the staff member responsible for managing the agency's OASIS data submission to CMS) The Director of Nursing / Clinical Manager who provides clinical oversight of the transmission and correction process The OASIS Quality Reviewer who identifies errors requiring correction All authorized RN assessors whose assessments are subjec,ACHC_CONTEXT,HIGH,Survey notes reference section 3. Corridor context token overlap (3 token hits).
CL-CA-003,OASIS Transmission & Correction,HH1-8B,4-scope,3. Scope,This policy applies to: The designated OASIS Transmission Coordinator (the staff member responsible for managing the agency's OASIS data submission to CMS) The Director of Nursing / Clinical Manager who provides clinical oversight of the transmission and correction process The OASIS Quality Reviewer who identifies errors requiring correction All authorized RN assessors whose assessments are subjec,ACHC_CONTEXT,HIGH,Survey notes reference section 3. Corridor context token overlap (3 token hits).
CL-CA-004,Recertification Assessment & Process,HH5-2A.01,5-policy-statement,4. Policy Statement,"4.1 Every active home health patient receiving Medicare home health services shall be formally recertified for each subsequent 60-day certification period. There is no mechanism by which a patient may continue to receive Medicare home health services — and the agency may continue to bill for those services — without a completed, physician-signed recertification. 4.2 The recertification assessment ",ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CA-004,Recertification Assessment & Process,HH5-2E,5-policy-statement,4. Policy Statement,"4.1 Every active home health patient receiving Medicare home health services shall be formally recertified for each subsequent 60-day certification period. There is no mechanism by which a patient may continue to receive Medicare home health services — and the agency may continue to bill for those services — without a completed, physician-signed recertification. 4.2 The recertification assessment ",ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CA-004,Recertification Assessment & Process,HH5-5A,5-policy-statement,4. Policy Statement,"4.1 Every active home health patient receiving Medicare home health services shall be formally recertified for each subsequent 60-day certification period. There is no mechanism by which a patient may continue to receive Medicare home health services — and the agency may continue to bill for those services — without a completed, physician-signed recertification. 4.2 The recertification assessment ",ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CA-005,Homebound Status Determination & Documentation,HH5-2A.01,4-scope,3. Scope,"This policy applies to: All registered nurses conducting comprehensive assessments, recertification assessments, and all OASIS time point assessments The Director of Nursing / Clinical Manager responsible for homebound documentation quality The OASIS Quality Reviewer who validates homebound documentation at each assessment review Revenue Cycle staff relying on homebound documentation to support billing The Compliance Officer who oversees homeboun",ACHC_CONTEXT,HIGH,"Corridor context token overlap (2 token hits). [FinalFix: relocated from policy-header-section ""2-policy-header"" to substantive section ""4-scope""]"
CL-CA-005,Homebound Status Determination & Documentation,HH5-2B,4-scope,3. Scope,"This policy applies to: All registered nurses conducting comprehensive assessments, recertification assessments, and all OASIS time point assessments The Director of Nursing / Clinical Manager responsible for homebound documentation quality The OASIS Quality Reviewer who validates homebound documentation at each assessment review Revenue Cycle staff relying on homebound documentation to support billing The Compliance Officer who oversees homeboun",ACHC_CONTEXT,HIGH,"Corridor context token overlap (2 token hits). [FinalFix: relocated from policy-header-section ""2-policy-header"" to substantive section ""4-scope""]"
CL-CA-005,Homebound Status Determination & Documentation,HH5-2C,4-scope,3. Scope,"This policy applies to: All registered nurses conducting comprehensive assessments, recertification assessments, and all OASIS time point assessments The Director of Nursing / Clinical Manager responsible for homebound documentation quality The OASIS Quality Reviewer who validates homebound documentation at each assessment review Revenue Cycle staff relying on homebound documentation to support billing The Compliance Officer who oversees homeboun",ACHC_CONTEXT,HIGH,"HH standard appears directly in canonical section text. [FinalFix: relocated from reference-section ""24-references"" to substantive section ""4-scope""]"
CL-CA-006,Face-to-Face Encounter Compliance,HH5-2A.01,4-scope,3. Scope,"- HH5-2A.01: Clinical leads and assigned clinicians execute and monitor comprehensive assessment timing, accuracy, and interdisciplinary incorporation. Work steps are tracked with defined owner accountability, required completion timing, and exception escalation; survey evidence is retained in clinical documentation artifacts, workflow timestamps, supervisory review evidence, and audit outcomes.",POLICY_CONTEXT,HIGH,"Corridor context token overlap (2 token hits). Shared policy-context signal: compliance. [FinalFix: relocated from policy-header-section ""2-policy-header"" to substantive section ""4-scope""] Section hardened with explicit HH5-2A.01 operational workflow, accountable owner, evidence retention expectation, and monitoring/escalation language."
CL-CA-006,Face-to-Face Encounter Compliance,HH5-2B,4-scope,3. Scope,"- HH5-2B: Clinical leads and assigned clinicians execute and monitor comprehensive assessment timing, accuracy, and interdisciplinary incorporation. Work steps are tracked with defined owner accountability, required completion timing, and exception escalation; survey evidence is retained in clinical documentation artifacts, workflow timestamps, supervisory review evidence, and audit outcomes.",POLICY_CONTEXT,HIGH,"Corridor context token overlap (2 token hits). Shared policy-context signal: compliance. [FinalFix: relocated from policy-header-section ""2-policy-header"" to substantive section ""4-scope""] Section hardened with explicit HH5-2B operational workflow, accountable owner, evidence retention expectation, and monitoring/escalation language."
CL-CC-101,Care Coordination & SDOH Management,HH5-2A.01,5-policy-statements,4. Policy Statements,"4.1 Every patient shall be screened at SOC for SDOH using OASIS-E1 standardized items: ethnicity (A1005), race (A1010), preferred language (A1110A), need for interpreter (A1110B), transportation (A1250), social isolation (D0700), health literacy (B1300). Reconciled with comprehensive assessment per CL-OA-101. 4.2 Identified unmet social needs (food, housing, transportation, caregiver absence, fina",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (3 token hits).
CL-CC-101,Care Coordination & SDOH Management,HH5-4A,5-policy-statements,4. Policy Statements,"4.1 Every patient shall be screened at SOC for SDOH using OASIS-E1 standardized items: ethnicity (A1005), race (A1010), preferred language (A1110A), need for interpreter (A1110B), transportation (A1250), social isolation (D0700), health literacy (B1300). Reconciled with comprehensive assessment per CL-OA-101. 4.2 Identified unmet social needs (food, housing, transportation, caregiver absence, fina",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (3 token hits).
CL-CD-001,Clinical Documentation Standards,HH5-1A.01,5-policy-statement,4. Policy Statement,"4.1 Every entry in a patient's clinical record shall be: accurate — reflecting what was actually observed, assessed, performed, and communicated; complete — containing all required elements for the type of entry; timely — created within the timeframe specified for the entry type; legible — clearly readable in the format used (electronic or written); authenticated — identified with the author's nam",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (2 token hits).
CL-CD-002,Clinical Record Content & Organization,HH5-1A.01,5-policy-statements,4. Policy Statements,"4.1 Care Indeed Home Health Care, Inc. shall maintain a complete clinical record for every patient receiving home health services. The record shall be initiated at the time of referral and remain active throughout the episode of care and for the retention period defined in CO-HP-007.  4.2 Every patient clinical record shall contain at minimum the following required content elements: (a) Referral s",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (3 token hits).
CL-CD-003,Clinical Record Authentication & Signature Requirements,HH5-1A.01,3-purpose,2. Purpose,"- HH5-1A.01: Clinical leads and assigned clinicians execute and monitor admission/intake privacy and workflow control integrity. Work steps are tracked with defined owner accountability, required completion timing, and exception escalation; survey evidence is retained in clinical documentation artifacts, workflow timestamps, supervisory review evidence, and audit outcomes.",POLICY_CONTEXT,HIGH,"Corridor context token overlap (2 token hits). [FinalFix: relocated from policy-header-section ""2-policy-header"" to substantive section ""3-purpose""] Section hardened with explicit HH5-1A.01 operational workflow, accountable owner, evidence retention expectation, and monitoring/escalation language."
CL-CD-004,Timely Documentation Completion & Lock Requirements,HH5-1A.01,3-purpose,2. Purpose,"- HH5-1A.01: Clinical leads and assigned clinicians execute and monitor admission/intake privacy and workflow control integrity. Work steps are tracked with defined owner accountability, required completion timing, and exception escalation; survey evidence is retained in clinical documentation artifacts, workflow timestamps, supervisory review evidence, and audit outcomes.",POLICY_CONTEXT,HIGH,"Corridor context token overlap (2 token hits). [FinalFix: relocated from reference-section ""20-compliance-regulatory-references"" to substantive section ""3-purpose""] Section hardened with explicit HH5-1A.01 operational workflow, accountable owner, evidence retention expectation, and monitoring/escalation language."
CL-CP-001,Plan of Care Development & Approval,HH5-1A,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. shall establish a written, individualized plan of care for every patient admitted to home health services prior to or at the initiation of services, as required by 42 CFR § 484.60(a). 4.2 The plan of care shall be developed by the registered nurse responsible for the patient's care in collaboration with the patient, the patient's caregiver(s), the patient's a",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (4 token hits).
CL-CP-001,Plan of Care Development & Approval,HH5-2A.01,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. shall establish a written, individualized plan of care for every patient admitted to home health services prior to or at the initiation of services, as required by 42 CFR § 484.60(a). 4.2 The plan of care shall be developed by the registered nurse responsible for the patient's care in collaboration with the patient, the patient's caregiver(s), the patient's a",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (4 token hits).
CL-CP-001,Plan of Care Development & Approval,HH5-3A,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. shall establish a written, individualized plan of care for every patient admitted to home health services prior to or at the initiation of services, as required by 42 CFR § 484.60(a). 4.2 The plan of care shall be developed by the registered nurse responsible for the patient's care in collaboration with the patient, the patient's caregiver(s), the patient's a",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (4 token hits).
CL-CP-001,Plan of Care Development & Approval,HH5-3B,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. shall establish a written, individualized plan of care for every patient admitted to home health services prior to or at the initiation of services, as required by 42 CFR § 484.60(a). 4.2 The plan of care shall be developed by the registered nurse responsible for the patient's care in collaboration with the patient, the patient's caregiver(s), the patient's a",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (4 token hits).
CL-CP-001,Plan of Care Development & Approval,HH5-3C,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. shall establish a written, individualized plan of care for every patient admitted to home health services prior to or at the initiation of services, as required by 42 CFR § 484.60(a). 4.2 The plan of care shall be developed by the registered nurse responsible for the patient's care in collaboration with the patient, the patient's caregiver(s), the patient's a",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (4 token hits).
CL-CP-001,Plan of Care Development & Approval,HH5-4A,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. shall establish a written, individualized plan of care for every patient admitted to home health services prior to or at the initiation of services, as required by 42 CFR § 484.60(a). 4.2 The plan of care shall be developed by the registered nurse responsible for the patient's care in collaboration with the patient, the patient's caregiver(s), the patient's a",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (4 token hits).
CL-CP-002,Plan of Care Review & Update,HH5-2A.01,5-policy-statement,4. Policy Statement,"4.1 The plan of care for every active patient shall be formally reviewed by the responsible registered nurse at a minimum of every 30 calendar days during the certification period, regardless of whether a change is indicated. 4.2 The plan of care shall be comprehensively reviewed and updated at each recertification period — no later than every 60 calendar days — and the updated plan of care shall ",ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CP-002,Plan of Care Review & Update,HH5-2E,5-policy-statement,4. Policy Statement,"4.1 The plan of care for every active patient shall be formally reviewed by the responsible registered nurse at a minimum of every 30 calendar days during the certification period, regardless of whether a change is indicated. 4.2 The plan of care shall be comprehensively reviewed and updated at each recertification period — no later than every 60 calendar days — and the updated plan of care shall ",ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CP-002,Plan of Care Review & Update,HH5-5A,5-policy-statement,4. Policy Statement,"4.1 The plan of care for every active patient shall be formally reviewed by the responsible registered nurse at a minimum of every 30 calendar days during the certification period, regardless of whether a change is indicated. 4.2 The plan of care shall be comprehensively reviewed and updated at each recertification period — no later than every 60 calendar days — and the updated plan of care shall ",ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CP-003,Physician Orders & Order Management,HH5-8A,5-policy-statement,4. Policy Statement,"4.1 No skilled home health service shall be provided to any patient without a valid, current physician order authorizing that service. This requirement applies to all disciplines, all visit types, and all clinical interventions including medications, treatments, procedures, equipment, and supplies. 4.2 All physician orders shall be obtained from a physician, nurse practitioner, clinical nurse spec",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (2 token hits).
CL-CP-004,Verbal Order Receipt & Authentication,HH5-8A,5-policy-statement,4. Policy Statement,"4.1 Only a registered nurse (RN) or a licensed vocational nurse (LVN) acting within the scope of practice defined by California Business and Professions Code § 2725 (RN) and § 2859 (LVN) may receive and transcribe verbal orders at Care Indeed Home Health Care, Inc. No other clinical discipline shall receive or transcribe verbal orders for clinical services requiring physician authorization. 4.2 Al",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (2 token hits). Shared policy-context signal: scope.
CL-CP-005,Coordination of Care,HH5-2A.01,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. shall ensure that all services provided to each patient are coordinated among all disciplines involved in the patient's care and with all external providers who contribute to the patient's overall health management. 4.2 The assigned registered nurse shall serve as the primary care coordinator for each patient, responsible for ensuring that all disciplines con",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (4 token hits).
CL-CP-005,Coordination of Care,HH5-4A,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. shall ensure that all services provided to each patient are coordinated among all disciplines involved in the patient's care and with all external providers who contribute to the patient's overall health management. 4.2 The assigned registered nurse shall serve as the primary care coordinator for each patient, responsible for ensuring that all disciplines con",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (4 token hits).
CL-CP-006,Discharge Planning & Criteria,HH5-6A,5-policy-statement,4. Policy Statement,"4.1 Discharge planning shall begin at the time of the Start of Care assessment and shall be an ongoing, documented component of every patient's plan of care throughout the episode. 4.2 Discharge criteria — the specific clinical, functional, and support-system milestones that must be achieved before a patient is safely discharged from home health — shall be identified and documented in the plan of ",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (3 token hits).
CL-CP-007,Transfer & Referral Procedures,HH5-6A,5-policy-statement,4. Policy Statement,"4.1 When a patient is transferred from home health to an inpatient facility, the agency shall ensure that: (a) the attending physician is notified and, where clinically appropriate, orders or approves the transfer; (b) a comprehensive clinical summary is prepared and transmitted to the receiving facility; (c) a warm handoff (direct clinician-to-clinician communication) occurs with the receiving ca",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Corridor context token overlap (2 token hits).
CL-CP-008,Physician Recertification Timing Compliance,HH5-2A.01,5-policy-statement,4. Policy Statement,4.1 Every patient receiving Medicare home health services shall have a physician-signed recertification on file for each 60-day certification period. The recertification must be signed by the physician before the agency submits a claim for services rendered during that certification period. 4.2 The agency shall maintain a centralized Recertification Tracking System that monitors every active patie,ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CP-008,Physician Recertification Timing Compliance,HH5-2E,5-policy-statement,4. Policy Statement,4.1 Every patient receiving Medicare home health services shall have a physician-signed recertification on file for each 60-day certification period. The recertification must be signed by the physician before the agency submits a claim for services rendered during that certification period. 4.2 The agency shall maintain a centralized Recertification Tracking System that monitors every active patie,ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CP-008,Physician Recertification Timing Compliance,HH5-5A,5-policy-statement,4. Policy Statement,4.1 Every patient receiving Medicare home health services shall have a physician-signed recertification on file for each 60-day certification period. The recertification must be signed by the physician before the agency submits a claim for services rendered during that certification period. 4.2 The agency shall maintain a centralized Recertification Tracking System that monitors every active patie,ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CP-009,60-Day Episode Summary & Progress Report,HH5-4A,5-policy-statement,4. Policy Statement,"4.1 The agency shall maintain a centralized Physician Order Signature Tracking System (the ""Tracking System"") that captures every document requiring a physician signature from the date of transmission through the date of receipt and filing. 4.2 Every document requiring a physician signature shall be entered into the Tracking System at the time of transmission to the physician's office, including: ",ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-CP-009,60-Day Episode Summary & Progress Report,HH5-5A,5-policy-statement,4. Policy Statement,"4.1 The agency shall maintain a centralized Physician Order Signature Tracking System (the ""Tracking System"") that captures every document requiring a physician signature from the date of transmission through the date of receipt and filing. 4.2 Every document requiring a physician signature shall be entered into the Tracking System at the time of transmission to the physician's office, including: ",ACHC_CONTEXT,HIGH,Survey notes reference section 4.
CL-DC-101,Documentation Integrity Controls,HH5-1A.01,19-documentation-requirements,7. Documentation Requirements,"- HH5-1A.01: Clinical leads and assigned clinicians execute and monitor admission/intake privacy and workflow control integrity. Work steps are tracked with defined owner accountability, required completion timing, and exception escalation; survey evidence is retained in clinical documentation artifacts, workflow timestamps, supervisory review evidence, and audit outcomes.",POLICY_CONTEXT,HIGH,"Corridor context token overlap (2 token hits). Shared policy-context signal: audit. Section hardened with explicit HH5-1A.01 operational workflow, accountable owner, evidence retention expectation, and monitoring/escalation language."
CL-OA-001,OASIS Completion Timeliness & Accountability,HH5-2A.01,5-policy-statement,4. Policy Statement,"4.1 Every OASIS assessment at every applicable time point shall be completed, authenticated, and locked in the EHR within the timeframes specified in Section 6.1 of this policy. These timeframes are absolute regulatory requirements — not targets, preferences, or guidelines. An OASIS assessment not completed and locked within the applicable deadline is a CMS compliance deficiency for that assessmen",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Shared policy-context signal: compliance.
CL-OA-001,OASIS Completion Timeliness & Accountability,HH5-2B,5-policy-statement,4. Policy Statement,"4.1 Every OASIS assessment at every applicable time point shall be completed, authenticated, and locked in the EHR within the timeframes specified in Section 6.1 of this policy. These timeframes are absolute regulatory requirements — not targets, preferences, or guidelines. An OASIS assessment not completed and locked within the applicable deadline is a CMS compliance deficiency for that assessmen",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Shared policy-context signal: compliance.
CL-OA-002,OASIS Quality Review & Error Correction,HH1-8A,4-scope,3. Scope,This policy applies to: All authorized RN assessors who conduct comprehensive OASIS assessments The designated OASIS Quality Reviewer (a role defined in Section 5 and CL-CA-002) — typically the Director of Nursing or a clinician with advanced OASIS training designated by the Director of Nursing The Director of Nursing / Clinical Manager who oversees the quality review program The OASIS Transmissio,ACHC_CONTEXT,HIGH,Survey notes reference section 3. Corridor context token overlap (2 token hits).
CL-OA-002,OASIS Quality Review & Error Correction,HH1-8B,4-scope,3. Scope,This policy applies to: All authorized RN assessors who conduct comprehensive OASIS assessments The designated OASIS Quality Reviewer (a role defined in Section 5 and CL-CA-002) — typically the Director of Nursing or a clinician with advanced OASIS training designated by the Director of Nursing The Director of Nursing / Clinical Manager who oversees the quality review program The OASIS Transmissio,ACHC_CONTEXT,HIGH,Survey notes reference section 3. Corridor context token overlap (2 token hits).
CL-OA-015,Assessment Completion Timeframe Compliance,HH5-2A.01,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. establishes the following performance standards for OASIS assessment completion, in addition to the regulatory deadlines defined in CL-OA-001:  | Standard Level | Metric | Target | | :---- | :---- | :---- | | Agency-Level Standard — Operations Target | Percentage of all OASIS assessments completed within agency operational targets (SOC/ROC/RECERT/FU: 3 calend",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Shared policy-context signal: compliance.
CL-OA-015,Assessment Completion Timeframe Compliance,HH5-2B,5-policy-statement,4. Policy Statement,"4.1 Care Indeed Home Health Care, Inc. establishes the following performance standards for OASIS assessment completion, in addition to the regulatory deadlines defined in CL-OA-001:  | Standard Level | Metric | Target | | :---- | :---- | :---- | | Agency-Level Standard — Operations Target | Percentage of all OASIS assessments completed within agency operational targets (SOC/ROC/RECERT/FU: 3 calend",ACHC_CONTEXT,HIGH,Survey notes reference section 4. Shared policy-context signal: compliance.
CL-OA-101,"OASIS Data Accuracy, Validation & Submission Integrity",HH1-8A,4-scope,3. Scope,"Applies to all RNs, PTs, OTs, and SLPs qualified to complete OASIS per 42 CFR § 484.55(a)(2); the OASIS Coordinator / QAPI Director responsible for pre-submission validation; and all assessment time points (SOC, ROC, RECERT, OFU, TRN, DC, Death at Home).  ---",ACHC_CONTEXT,HIGH,Survey notes reference section 3. Shared policy-context signal: scope.
CL-OA-101,"OASIS Data Accuracy, Validation & Submission Integrity",HH1-8B,4-scope,3. Scope,"Applies to all RNs, PTs, OTs, and SLPs qualified to complete OASIS per 42 CFR § 484.55(a)(2); the OASIS Coordinator / QAPI Director responsible for pre-submission validation; and all assessment time points (SOC, ROC, RECERT, OFU, TRN, DC, Death at Home).  ---",ACHC_CONTEXT,HIGH,Survey notes reference section 3. Shared policy-context signal: scope.
CL-PR-001,Patient Rights & Responsibilities,HH2-2A,5-patient-rights,4. Patient Rights,"4.1 Care Indeed Home Health Care, Inc. shall provide every patient, at or before the initiation of care, with a written notice of the following rights, in a language and manner the patient understands:  4.1.1 Right to be informed of rights: Every patient has the right to receive written notice of their rights and to have those rights explained verbally in understandable terms before care begins.  4.1.2 Right to exercise rights: Every patient has ",ACHC_CONTEXT,HIGH,"HH standard appears directly in canonical section text. [FinalFix: relocated from reference-section ""20-compliance-regulatory-references"" to substantive section ""5-patient-rights""]"
CL-PR-001,Patient Rights & Responsibilities,HH2-2C,3-purpose,2. Purpose,"This policy establishes and protects the rights of every patient receiving home health services from Care Indeed Home Health Care, Inc. and defines the corresponding responsibilities of patients and their designated representatives. Patient rights are not aspirational — they are legally enforceable entitlements under 42 CFR § 484.50 (Condition of Participation: Patient Rights), the California Home",ACHC_CONTEXT,HIGH,Survey notes reference section 2. Corridor context token overlap (2 token hits).
CL-PR-001,Patient Rights & Responsibilities,HH2-4A,3-purpose,2. Purpose,"This policy establishes and protects the rights of every patient receiving home health services from Care Indeed Home Health Care, Inc. and defines the corresponding responsibilities of patients and their designated representatives. Patient rights are not aspirational — they are legally enforceable entitlements under 42 CFR § 484.50 (Condition of Participation: Patient Rights), the California Home",ACHC_CONTEXT,HIGH,Survey notes reference section 2. Corridor context token overlap (2 token hits).
CL-PR-001,Patient Rights & Responsibilities,HH2-4B,3-purpose,2. Purpose,"This policy establishes and protects the rights of every patient receiving home health services from Care Indeed Home Health Care, Inc. and defines the corresponding responsibilities of patients and their designated representatives. Patient rights are not aspirational — they are legally enforceable entitlements under 42 CFR § 484.50 (Condition of Participation: Patient Rights), the California Home",ACHC_CONTEXT,HIGH,Survey notes reference section 2. Corridor context token overlap (2 token hits).
