module_id,module_title,lesson_id,lesson_title,role_applicability,pp_codes,federal_regulation_references,cms_cop_references,california_title22_references,achc_hh_standards,workflow_ids,form_ids,evidence_requirements,survey_criticality,risk_level,retraining_frequency,remediation_required,competency_required,evidence_generation_required,achc_mapping_confidence,regulation_mapping_confidence,mapping_review_required
Module-M02,Patient Rights / Responsibilities,Module-M02-L01,Patient rights and responsibilities,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M02,Patient Rights / Responsibilities,Module-M02-L02,Advance directives,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M02,Patient Rights / Responsibilities,Module-M02-L03,Patient complaints and grievances,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M03,Ethics / Respectful Communication,Module-M03-L01,Cultural awareness and respectful care,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,LOW,LOW,MAPPING_REVIEW_REQUIRED,false,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M03,Ethics / Respectful Communication,Module-M03-L02,Communication barriers / interpreter use,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,LOW,LOW,MAPPING_REVIEW_REQUIRED,false,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M03,Ethics / Respectful Communication,Module-M03-L03,"Patient dignity, autonomy, and participation",RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,LOW,LOW,MAPPING_REVIEW_REQUIRED,false,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M03,Ethics / Respectful Communication,Module-M03-L04,"Abuse, neglect, exploitation, and mandatory reporting",RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,CRITICAL,CRITICAL,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M03,Ethics / Respectful Communication,Module-M03-L05,Ethics in home health care,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,LOW,LOW,MAPPING_REVIEW_REQUIRED,false,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M04,HIPAA / Privacy Basics,Module-M04-L01,HIPAA privacy basics,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M04,HIPAA / Privacy Basics,Module-M04-L02,HIPAA security basics,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M04,HIPAA / Privacy Basics,Module-M04-L03,CMIA and California privacy requirements,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M04,HIPAA / Privacy Basics,Module-M04-L04,Sensitive data handling,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M04,HIPAA / Privacy Basics,Module-M04-L05,Minimum necessary rule,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M04,HIPAA / Privacy Basics,Module-M04-L06,Notice of Privacy Practices,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M04,HIPAA / Privacy Basics,Module-M04-L07,Breach identification and reporting,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,CRITICAL,CRITICAL,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M05,Data Governance / PHI Controls,Module-M05-L01,Business Associate PHI handling,Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M05,Data Governance / PHI Controls,Module-M05-L02,Records retention and destruction,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M05,Data Governance / PHI Controls,Module-M05-L03,Shadow systems prohibition,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M05,Data Governance / PHI Controls,Module-M05-L04,AI and automated tools governance,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M06,"Fraud, Waste, and Abuse",Module-M06-L01,"Fraud, waste, and abuse prevention",RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M06,"Fraud, Waste, and Abuse",Module-M06-L02,False Claims Act,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M06,"Fraud, Waste, and Abuse",Module-M06-L03,Anti-Kickback Statute and referral integrity,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M06,"Fraud, Waste, and Abuse",Module-M06-L04,Documentation-to-claims alignment,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M06,"Fraud, Waste, and Abuse",Module-M06-L05,Overpayment and 60-day repayment rule,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M06,"Fraud, Waste, and Abuse",Module-M06-L06,Billing red flags,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M06,"Fraud, Waste, and Abuse",Module-M06-L07,Exclusion screening awareness,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M07,Infection Prevention / Bag Technique,Module-M07-L01,Infection prevention principles,RN|LVN|CNA|HHA|DON|Comp,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M07,Infection Prevention / Bag Technique,Module-M07-L02,Hand hygiene and PPE,RN|LVN|CNA|HHA|DON|Comp,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M07,Infection Prevention / Bag Technique,Module-M07-L03,Bag technique,RN|LVN|CNA|HHA|DON|Comp,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M08,Employee Health / Exposure Response,Module-M08-L01,Bloodborne pathogens,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M08,Employee Health / Exposure Response,Module-M08-L02,TB screening and management,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M08,Employee Health / Exposure Response,Module-M08-L03,Aerosol transmissible diseases,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M08,Employee Health / Exposure Response,Module-M08-L04,Hepatitis B program,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M08,Employee Health / Exposure Response,Module-M08-L05,Communicable disease reporting,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M08,Employee Health / Exposure Response,Module-M08-L06,Exposure response,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M08,Employee Health / Exposure Response,Module-M08-L07,Employee health clearance,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M08,Employee Health / Exposure Response,Module-M08-L08,Return-to-work clearance,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M09,OSHA / Workplace Safety,Module-M09-L01,Workplace safety overview,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M09,OSHA / Workplace Safety,Module-M09-L02,Cal/OSHA IIPP (Injury and Illness Prevention Program),RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M09,OSHA / Workplace Safety,Module-M09-L03,Workplace Violence Prevention (SB 553),RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M09,OSHA / Workplace Safety,Module-M09-L04,Hazard communication and Safety Data Sheets (SDS),RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M10,Field / Visit Safety,Module-M10-L01,Safe patient handling,RN|LVN|CNA|HHA|DON|Comp,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M10,Field / Visit Safety,Module-M10-L02,Fall prevention,RN|LVN|CNA|HHA|DON|Comp,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M10,Field / Visit Safety,Module-M10-L03,Driving and field safety,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M10,Field / Visit Safety,Module-M10-L04,Personal safety during home visits,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M10,Field / Visit Safety,Module-M10-L05,Heat illness prevention,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M10,Field / Visit Safety,Module-M10-L06,Workplace injury reporting,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M10,Field / Visit Safety,Module-M10-L07,Emergency response during visits,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M10,Field / Visit Safety,Module-M10-L08,Fire safety and home hazards,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M11,Emergency Preparedness Core,Module-M11-L01,Emergency preparedness overview,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M11,Emergency Preparedness Core,Module-M11-L02,Employee role during emergencies,RN|LVN|CNA|HHA|Admin|DON|Comp|HR,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,HIGH,HIGH,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M11,Emergency Preparedness Core,Module-M11-L03,Emergency communication plan,RN|LVN|CNA|HHA|Admin|DON|Comp|HR|IT,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
Module-M11,Emergency Preparedness Core,Module-M11-L04,Patient risk stratification for emergencies,RN|LVN|Admin|DON|Comp,,,,,,,,lesson_completion;challenge_completion;operational_debrief;competency_validation;acknowledgment_tracking;retraining_metadata;audit_timestamps,MODERATE,MODERATE,MAPPING_REVIEW_REQUIRED,true,true,true,MAPPING_REVIEW_REQUIRED,MAPPING_REVIEW_REQUIRED,true
