"shot_id","order_number","shot_name","colour_scheme","scene_context","dialogue","lora_1","lora_2","lora_3","ref_image_1","ref_image_2","ref_image_3","video_file","audio_vo","positive_image","negative_image","positive_video","negative_video","row_index","info"
"M01-S17","24","S17","bright clinical office lighting, professional documentary","Agency orientation or supervisor meeting room. Tess receiving feedback on cultural competence","","","","","","","","","","Photorealistic documentary-style home health training image. Agency orientation or supervisor meeting room. Tess receiving feedback on cultural competence. Visual palette and lighting: bright clinical office lighting, professional documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","24","content"
"M01-S18","25","S18","natural morning light, modest American home exterior","Mr. Henderson’s front door. Tess arriving, patient using walker, initial cautious greeting","","","","","","","","","","Photorealistic documentary-style home health training image. Mr. Henderson’s front door. Tess arriving, patient using walker, initial cautious greeting. Visual palette and lighting: natural morning light, modest American home exterior. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","25","content"
"M01-S19","26","S19","soft natural bedroom light, clinical documentary","Mr. Henderson’s bedroom. Tess assessing wound, explaining procedure clearly","","","","","","","","","","Photorealistic documentary-style home health training image. Mr. Henderson’s bedroom. Tess assessing wound, explaining procedure clearly. Visual palette and lighting: soft natural bedroom light, clinical documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","26","content"
"M01-S20","27","S20","warm kitchen daylight, home care documentary","Mr. Henderson’s kitchen table. Tess reviewing medications and care plan","","","","","","","","","","Photorealistic documentary-style home health training image. Mr. Henderson’s kitchen table. Tess reviewing medications and care plan. Visual palette and lighting: warm kitchen daylight, home care documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","27","content"
"M01-S21","28","S21","warm natural home lighting, documentary realism","Mr. Henderson’s living room. Tess using teach-back with patient","","","","","","","","","","Photorealistic documentary-style home health training image. Mr. Henderson’s living room. Tess using teach-back with patient. Visual palette and lighting: warm natural home lighting, documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","28","content"
"M01-S22","29","S22","natural daylight, clinical home setting","Third patient home. Tess managing gender accommodation request professionally","","","","","","","","","","Photorealistic documentary-style home health training image. Third patient home. Tess managing gender accommodation request professionally. Visual palette and lighting: natural daylight, clinical home setting. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","29","content"
"M01-S23","30","S23","warm bedroom afternoon light, documentary style","Third patient bedroom. Tess completing wound care with full consent and respect","","","","","","","","","","Photorealistic documentary-style home health training image. Third patient bedroom. Tess completing wound care with full consent and respect. Visual palette and lighting: warm bedroom afternoon light, documentary style. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","30","content"
"M01-S24","31","S24","cool clinical lighting, agency documentary","Agency workstation. Tess completing thorough documentation after visits","","","","","","","","","","Photorealistic documentary-style home health training image. Agency workstation. Tess completing thorough documentation after visits. Visual palette and lighting: cool clinical lighting, agency documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","31","content"
"M01-S25","32","S25","warm golden afternoon light, residential porch documentary","Mr. Henderson’s porch. Later visit — patient more confident, expressing quiet gratitude, Tess touching bracelet","","","","","","","","","","Photorealistic documentary-style home health training image. Mr. Henderson’s porch. Later visit — patient more confident, expressing quiet gratitude, Tess touching bracelet. Visual palette and lighting: warm golden afternoon light, residential porch documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","32","content"
"M01-S26","33","S26","modern office fluorescent + natural window light, professional documentary realism","Agency Director’s office. Older Tess (early 50s) at desk, aged bracelet visible, looking at camera with earned authority","","","","","","","","","","Photorealistic documentary-style home health training image. Agency Director’s office. Older Tess (early 50s) at desk, aged bracelet visible, looking at camera with earned authority. Visual palette and lighting: modern office fluorescent + natural window light, professional documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","33","content"
"M01-S27","34","S27","warm documentary realism, soft incandescent evening light, golden-orange parol lantern glow, quiet contemplative mood, 35mm lens, film grain","Tess's modest Filipino living room (sala) in Manila, evening before departure. Seated at small wooden dining table, packed duffel bag, navy scrubs folded, bracelet visible, parol lantern glowing","","","","","","","","","","Photorealistic documentary-style home health training image. Tess's modest Filipino living room (sala) in Manila, evening before departure. Seated at small wooden dining table, packed duffel bag, navy scrubs folded, bracelet visible, parol lantern glowing. Visual palette and lighting: warm documentary realism, soft incandescent evening light, golden-orange parol lantern glow, quiet contemplative mood, 35mm lens, film grain. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","34","content"
"M01-S28","35","S28","warm natural daylight, modest Philippine home bedroom documentary","Modest Philippine home bedroom. Tess teaching elderly patient medications, patient nodding, Tess verifying comprehension","","","","","","","","","","Photorealistic documentary-style home health training image. Modest Philippine home bedroom. Tess teaching elderly patient medications, patient nodding, Tess verifying comprehension. Visual palette and lighting: warm natural daylight, modest Philippine home bedroom documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","35","content"
"M01-S29","36","S29","cool fluorescent agency hallway, professional documentary","Agency nursing station hallway. Charge nurse giving feedback to Tess on documentation","","","","","","","","","","Photorealistic documentary-style home health training image. Agency nursing station hallway. Charge nurse giving feedback to Tess on documentation. Visual palette and lighting: cool fluorescent agency hallway, professional documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","36","content"
"M01-S30","37","S30","natural morning exterior light, residential documentary","Residential front porch. Tess politely declining family interpreter offer","","","","","","","","","","Photorealistic documentary-style home health training image. Residential front porch. Tess politely declining family interpreter offer. Visual palette and lighting: natural morning exterior light, residential documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","37","content"
"M01-S31","38","S31","cool clinical urgent care lighting, documentary realism","Urgent care room showing consequence of using unqualified interpreter","","","","","","","","","","Photorealistic documentary-style home health training image. Urgent care room showing consequence of using unqualified interpreter. Visual palette and lighting: cool clinical urgent care lighting, documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","38","content"
"M01-S32","39","S32","natural daylight home interior, documentary style","Patient home living room. Family requesting gender-concordant care, Tess assessing wound urgency","","","","","","","","","","Photorealistic documentary-style home health training image. Patient home living room. Family requesting gender-concordant care, Tess assessing wound urgency. Visual palette and lighting: natural daylight home interior, documentary style. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","39","content"
"M01-S33","40","S33","natural daylight exterior, residential walkway documentary","Patient home walkway. Tess on phone escalating to supervisor with chart open","","","","","","","","","","Photorealistic documentary-style home health training image. Patient home walkway. Tess on phone escalating to supervisor with chart open. Visual palette and lighting: natural daylight exterior, residential walkway documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","40","content"
"M01-S34","41","S34","pre-dawn domestic lighting, intimate documentary","Pre-dawn Quezon City kitchen and bedroom. Tess preparing nursing bag, touching lola’s photo","","","","","","","","","","Photorealistic documentary-style home health training image. Pre-dawn Quezon City kitchen and bedroom. Tess preparing nursing bag, touching lola’s photo. Visual palette and lighting: pre-dawn domestic lighting, intimate documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","41","content"
"M01-S35","42","S35","warm morning kitchen light, cultural documentary realism","Kitchen table. Tess performing Mano Po with lola","","","","","","","","","","Photorealistic documentary-style home health training image. Kitchen table. Tess performing Mano Po with lola. Visual palette and lighting: warm morning kitchen light, cultural documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","42","content"
"M01-S36","43","S36","natural daylight, American home living room documentary","Mr. Henderson’s living room. First visit interaction at doorway","","","","","","","","","","Photorealistic documentary-style home health training image. Mr. Henderson’s living room. First visit interaction at doorway. Visual palette and lighting: natural daylight, American home living room documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","43","content"
"M01-S37","44","S37","soft bedroom natural light, clinical documentary","Mr. Henderson’s bedroom. Wound care assessment","","","","","","","","","","Photorealistic documentary-style home health training image. Mr. Henderson’s bedroom. Wound care assessment. Visual palette and lighting: soft bedroom natural light, clinical documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","44","content"
"M01-S38","45","S38","warm kitchen daylight, home care documentary","Kitchen table care plan discussion","","","","","","","","","","Photorealistic documentary-style home health training image. Kitchen table care plan discussion. Visual palette and lighting: warm kitchen daylight, home care documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","45","content"
"M01-S39","46","S39","warm living room light, teach-back documentary","Living room teach-back session","","","","","","","","","","Photorealistic documentary-style home health training image. Living room teach-back session. Visual palette and lighting: warm living room light, teach-back documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","46","content"
"M01-S40","47","S40","natural home lighting, consent documentary","Bedroom informed consent and wound care moment","","","","","","","","","","Photorealistic documentary-style home health training image. Bedroom informed consent and wound care moment. Visual palette and lighting: natural home lighting, consent documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","47","content"
"M01-S41","48","S41","cool agency fluorescent, documentation documentary","Agency workstation end of shift, completed EHR visible","","","","","","","","","","Photorealistic documentary-style home health training image. Agency workstation end of shift, completed EHR visible. Visual palette and lighting: cool agency fluorescent, documentation documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","48","content"
"M01-S42","49","S42","bright morning agency fluorescent, pre-shift documentary realism","Agency nursing station 7:45 AM. Tess preparing structured pre-shift notes, interpreter activation, bracelet visible","","","","","","","","","","Photorealistic documentary-style home health training image. Agency nursing station 7:45 AM. Tess preparing structured pre-shift notes, interpreter activation, bracelet visible. Visual palette and lighting: bright morning agency fluorescent, pre-shift documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","49","challenge"
"M01-S43","50","S43","natural kitchen daylight, complex interaction documentary","Second patient’s kitchen table. Tess managing patient concern while gently pausing daughter’s translation offer","","","","","","","","","","Photorealistic documentary-style home health training image. Second patient’s kitchen table. Tess managing patient concern while gently pausing daughter’s translation offer. Visual palette and lighting: natural kitchen daylight, complex interaction documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","50","challenge"
"M01-S44","51","S44","natural kitchen daylight, thorough documentation documentary","Second patient’s kitchen table post-visit. Tess completing detailed EHR documentation","","","","","","","","","","Photorealistic documentary-style home health training image. Second patient’s kitchen table post-visit. Tess completing detailed EHR documentation. Visual palette and lighting: natural kitchen daylight, thorough documentation documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","51","challenge"
"M01-S45","52","S45","warm afternoon bedroom light, consent documentary","Third patient bedroom. Tess explaining procedure and confirming understanding before wound care","","","","","","","","","","Photorealistic documentary-style home health training image. Third patient bedroom. Tess explaining procedure and confirming understanding before wound care. Visual palette and lighting: warm afternoon bedroom light, consent documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","52","challenge"
"M01-S46","53","S46","warm afternoon bedroom light, closed-loop documentary","Third patient bedroom end of visit. Tess on phone escalating while documenting simultaneously","","","","","","","","","","Photorealistic documentary-style home health training image. Third patient bedroom end of visit. Tess on phone escalating while documenting simultaneously. Visual palette and lighting: warm afternoon bedroom light, closed-loop documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","53","challenge"
"M01-S47","54","S47","cool fluorescent end-of-shift lighting, reflective documentary realism","Agency workstation 6:05 PM. Empty desk with completed notes, clipboard, and evidence of full documented shift","","","","","","","","","","Photorealistic documentary-style home health training image. Agency workstation 6:05 PM. Empty desk with completed notes, clipboard, and evidence of full documented shift. Visual palette and lighting: cool fluorescent end-of-shift lighting, reflective documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","54","debrief"
"M01-S48","55","S48","warm golden late afternoon light, earned gratitude documentary","Mr. Henderson’s front doorway. Later visit — patient expressing quiet thanks, Tess touching bracelet in golden light","","","","","","","","","","Photorealistic documentary-style home health training image. Mr. Henderson’s front doorway. Later visit — patient expressing quiet thanks, Tess touching bracelet in golden light. Visual palette and lighting: warm golden late afternoon light, earned gratitude documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","55","content"
"M01-S49","56","S49","modern office fluorescent + natural window light, authoritative documentary realism","Agency Director’s office. Older Tess (early 50s) at desk, aged woven bracelet clearly visible, speaking directly to camera, Certificate of Completion overlay","","","","","","","","","","Photorealistic documentary-style home health training image. Agency Director’s office. Older Tess (early 50s) at desk, aged woven bracelet clearly visible, speaking directly to camera, Certificate of Completion overlay. Visual palette and lighting: modern office fluorescent + natural window light, authoritative documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","","","","56","content"
